10 90.9
66692 66.2
133374 65.0
200056 64.4
266738 63.8
333420 62.7
400102 60.9
466784 60.5
533466 59.9
600148 59.2
666830 58.5
733512 57.8
800194 57.0
866876 56.4
933558 55.8
1000240 55.1
1066922 54.5
1133604 53.8
1200286 53.2
1266968 52.5
1333650 51.8
1400332 51.2
1467014 50.0
1533696 49.0
1600378 43.1
1667060 38.1
1733742 37.5
1800424 36.8
1867106 35.6
1933788 34.6
2000470 34.0
2067152 33.4
2133834 32.9
2200516 32.4
2267198 31.9
2333880 31.4
2400562 30.8
2467244 27.9
2533926 27.4
2600608 27.3
2667290 27.2
2733972 27.2
