10 90.3
1627501 65.9
3254992 64.6
4882483 63.1
6509974 61.7
8137465 60.0
9764956 58.2
11392447 56.8
13019938 54.7
14647429 52.1
16274920 51.3
17902411 50.6
19529902 49.8
21157393 49.1
22784884 48.0
24412375 47.1
26039866 46.5
27667357 45.8
29294848 45.3
30922339 45.1
32549830 44.9
34177321 44.7
35804812 43.8
37432303 42.8
39059794 41.9
40687285 41.8
42314776 41.6
43942267 41.6
45569758 41.5
47197249 41.5
48824740 41.2
50452231 40.8
52079722 40.8
53707213 40.8
55334704 40.8
56962195 40.8
58589686 40.8
60217177 40.8
61844668 40.8
63472159 40.8
65099650 40.8
66727141 40.8
68354632 40.8
69982123 40.8
71609614 40.8
73237105 40.8
74864596 40.8
76492087 40.8
78119578 40.8
79747069 40.7
81374560 40.7
83002051 40.7
