10 91.6
1627501 66.3
3254992 64.6
4882483 62.5
6509974 60.6
8137465 57.0
9764956 54.1
11392447 52.4
13019938 50.0
14647429 48.9
16274920 47.8
17902411 47.4
19529902 47.2
21157393 47.2
22784884 47.2
24412375 47.1
26039866 47.0
27667357 46.9
29294848 46.8
30922339 46.8
32549830 46.6
34177321 46.1
35804812 45.4
37432303 44.8
39059794 44.5
40687285 43.8
42314776 43.2
43942267 42.5
45569758 41.8
47197249 41.5
48824740 41.1
50452231 40.8
52079722 40.8
53707213 40.8
55334704 40.8
56962195 40.8
58589686 40.8
60217177 40.8
61844668 40.8
63472159 40.8
65099650 40.8
66727141 40.8
68354632 40.8
69982123 40.8
71609614 40.8
73237105 40.8
74864596 40.8
76492087 40.8
78119578 40.8
79747069 40.8
81374560 40.7
83002051 40.7
