10 90.8
1627501 65.9
3254992 64.3
4882483 63.0
6509974 61.2
8137465 59.6
9764956 57.1
11392447 54.7
13019938 52.6
14647429 50.5
16274920 50.0
17902411 49.4
19529902 48.9
21157393 48.5
22784884 48.1
24412375 47.3
26039866 47.1
27667357 47.0
29294848 46.7
30922339 46.6
32549830 46.1
34177321 45.9
35804812 45.6
37432303 45.3
39059794 45.0
40687285 44.7
42314776 44.6
43942267 44.4
45569758 44.3
47197249 42.9
48824740 42.3
50452231 41.2
52079722 41.2
53707213 41.2
55334704 41.2
56962195 41.0
58589686 40.8
60217177 40.8
61844668 40.8
63472159 40.8
65099650 40.8
66727141 40.8
68354632 40.8
69982123 40.8
71609614 40.8
73237105 40.8
74864596 40.8
76492087 40.8
78119578 40.8
79747069 40.7
81374560 40.7
83002051 40.7
